run_date,server_key,retailer_id,branch_id,timeframe_start,timeframe_end,num_types,total_quantity,avg_net_revenue,avg_profit,new_product_revenue,top_product_quantity,top_sale_by_quantity,top_return_by_quantity,top_rev_by_quantity,top_profit_by_quantity,top_product_rev,top_sale_by_rev,top_return_by_rev,top_rev_by_rev,top_profit_by_rev,top_product_profit,top_sale_by_profit,top_return_by_profit,top_rev_by_profit,top_profit_by_profit,last_product_quantity,last_sale_by_quantity,last_return_by_quantity,last_rev_by_quantity,last_profit_by_quantity,last_product_rev,last_sale_by_rev,last_return_by_rev,last_rev_by_rev,last_profit_by_rev,last_product_profit,last_sale_by_profit,last_return_by_profit,last_rev_by_profit,last_profit_by_profit,top_group_quantity,group_sale_by_quantity,group_return_by_quantity,group_rev_by_quantity,group_profit_by_quantity,top_group_rev,group_sale_by_rev,group_return_by_rev,group_rev_by_rev,group_profit_by_rev,top_group_profit,group_sale_by_profit,group_return_by_profit,group_rev_by_profit,group_profit_by_profit,last_group_quantity,last_group_sale_quantity,last_group_return_quantity,last_group_rev_quantity,last_group_profit_quantity,last_group_rev,last_group_sale_rev,last_group_return_rev,last_group_rev_rev,last_group_profit_rev,last_group_profit,last_group_sale_profit,last_group_return_profit,last_group_rev_profit,last_group_profit_profit,timeframe_type
2025-04-10,119,500603355,320846,2025-03-11,2025-04-10,8,338.0,581959.32,581959.32,,"[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Bảng điểm bán nhỏ (cái)"",""Túi vải Aptamilk (Cái)"",""Xe chòi chân (Cái)"",""Xe đạp (Cái)""]","[148.0,84.0,60.0,30.0,7.0,4.0,3.0,2.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.927714392E7,1.9282644E7,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.927714392E7,1.9282644E7,0.0,0.0,0.0,0.0]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Bảng điểm bán nhỏ (cái)"",""Túi vải Aptamilk (Cái)"",""Xe đạp (Cái)"",""Xe chòi chân (Cái)""]","[148.0,84.0,30.0,60.0,7.0,4.0,2.0,3.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.9282644E7,1.927714392E7,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.9282644E7,1.927714392E7,0.0,0.0,0.0,0.0]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Bảng điểm bán nhỏ (cái)"",""Túi vải Aptamilk (Cái)"",""Xe đạp (Cái)"",""Xe chòi chân (Cái)""]","[148.0,84.0,30.0,60.0,7.0,4.0,2.0,3.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.9282644E7,1.927714392E7,0.0,0.0,0.0,0.0]","[1.0431343804E8,5.382902304E7,1.9282644E7,1.927714392E7,0.0,0.0,0.0,0.0]","[""Xe đạp (Cái)"",""Xe chòi chân (Cái)"",""Túi vải Aptamilk (Cái)"",""Bảng điểm bán nhỏ (cái)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[2.0,3.0,4.0,7.0,30.0,60.0,84.0,148.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,1.9282644E7,1.927714392E7,5.382902304E7,1.0431343804E8]","[0.0,0.0,0.0,0.0,1.9282644E7,1.927714392E7,5.382902304E7,1.0431343804E8]","[""Bảng điểm bán nhỏ (cái)"",""Túi vải Aptamilk (Cái)"",""Xe đạp (Cái)"",""Xe chòi chân (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[7.0,4.0,2.0,3.0,60.0,30.0,84.0,148.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,1.927714392E7,1.9282644E7,5.382902304E7,1.0431343804E8]","[0.0,0.0,0.0,0.0,1.927714392E7,1.9282644E7,5.382902304E7,1.0431343804E8]","[""Bảng điểm bán nhỏ (cái)"",""Túi vải Aptamilk (Cái)"",""Xe đạp (Cái)"",""Xe chòi chân (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[7.0,4.0,2.0,3.0,60.0,30.0,84.0,148.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,1.927714392E7,1.9282644E7,5.382902304E7,1.0431343804E8]","[0.0,0.0,0.0,0.0,1.927714392E7,1.9282644E7,5.382902304E7,1.0431343804E8]","[""New Zealand"",""GIFT""]","[322.0,16.0]","[0.0,0.0]","[1.96702249E8,0.0]","[1.96702249E8,0.0]","[""New Zealand"",""GIFT""]","[322.0,16.0]","[0.0,0.0]","[1.96702249E8,0.0]","[1.96702249E8,0.0]","[""New Zealand"",""GIFT""]","[322.0,16.0]","[0.0,0.0]","[1.96702249E8,0.0]","[1.96702249E8,0.0]","[""GIFT"",""New Zealand""]","[16.0,322.0]","[0.0,0.0]","[0.0,1.96702249E8]","[0.0,1.96702249E8]","[""GIFT"",""New Zealand""]","[16.0,322.0]","[0.0,0.0]","[0.0,1.96702249E8]","[0.0,1.96702249E8]","[""GIFT"",""New Zealand""]","[16.0,322.0]","[0.0,0.0]","[0.0,1.96702249E8]","[0.0,1.96702249E8]",30 ngày gần nhất
2025-04-10,119,500603355,1000271648,2025-03-11,2025-04-10,6,321.0,504721.68,504721.68,,"[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Xe chòi chân (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)""]","[168.0,48.0,47.0,43.0,11.0,4.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.183036054E8,0.0,2.996590536E7,1.374614904E7,0.0,0.0]","[1.183036054E8,0.0,2.996590536E7,1.374614904E7,0.0,0.0]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)""]","[168.0,47.0,43.0,48.0,4.0,11.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.183036054E8,2.996590536E7,1.374614904E7,0.0,0.0,0.0]","[1.183036054E8,2.996590536E7,1.374614904E7,0.0,0.0,0.0]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)""]","[168.0,47.0,43.0,48.0,4.0,11.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.183036054E8,2.996590536E7,1.374614904E7,0.0,0.0,0.0]","[1.183036054E8,2.996590536E7,1.374614904E7,0.0,0.0,0.0]","[""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[4.0,11.0,43.0,47.0,48.0,168.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,1.374614904E7,2.996590536E7,0.0,1.183036054E8]","[0.0,0.0,1.374614904E7,2.996590536E7,0.0,1.183036054E8]","[""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[48.0,4.0,11.0,43.0,47.0,168.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,1.374614904E7,2.996590536E7,1.183036054E8]","[0.0,0.0,0.0,1.374614904E7,2.996590536E7,1.183036054E8]","[""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[48.0,4.0,11.0,43.0,47.0,168.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,1.374614904E7,2.996590536E7,1.183036054E8]","[0.0,0.0,0.0,1.374614904E7,2.996590536E7,1.183036054E8]","[""New Zealand"",""GIFT""]","[258.0,63.0]","[0.0,0.0]","[1.620156598E8,0.0]","[1.620156598E8,0.0]","[""New Zealand"",""GIFT""]","[258.0,63.0]","[0.0,0.0]","[1.620156598E8,0.0]","[1.620156598E8,0.0]","[""New Zealand"",""GIFT""]","[258.0,63.0]","[0.0,0.0]","[1.620156598E8,0.0]","[1.620156598E8,0.0]","[""GIFT"",""New Zealand""]","[63.0,258.0]","[0.0,0.0]","[0.0,1.620156598E8]","[0.0,1.620156598E8]","[""GIFT"",""New Zealand""]","[63.0,258.0]","[0.0,0.0]","[0.0,1.620156598E8]","[0.0,1.620156598E8]","[""GIFT"",""New Zealand""]","[63.0,258.0]","[0.0,0.0]","[0.0,1.620156598E8]","[0.0,1.620156598E8]",30 ngày gần nhất
2025-04-10,119,500603355,317609,2025-03-11,2025-04-10,6,709.0,562814.5,562814.5,,"[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)""]","[268.0,242.0,158.0,24.0,9.0,8.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.8955481032E8,7.760338282E7,1.0123049808E8,1.85685936E7,6963222.6,5114975.04]","[1.8955481032E8,7.760338282E7,1.0123049808E8,1.85685936E7,6963222.6,5114975.04]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)""]","[268.0,158.0,242.0,24.0,9.0,8.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.8955481032E8,1.0123049808E8,7.760338282E7,1.85685936E7,6963222.6,5114975.04]","[1.8955481032E8,1.0123049808E8,7.760338282E7,1.85685936E7,6963222.6,5114975.04]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)""]","[268.0,158.0,242.0,24.0,9.0,8.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[1.8955481032E8,1.0123049808E8,7.760338282E7,1.85685936E7,6963222.6,5114975.04]","[1.8955481032E8,1.0123049808E8,7.760338282E7,1.85685936E7,6963222.6,5114975.04]","[""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[8.0,9.0,24.0,158.0,242.0,268.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[5114975.04,6963222.6,1.85685936E7,1.0123049808E8,7.760338282E7,1.8955481032E8]","[5114975.04,6963222.6,1.85685936E7,1.0123049808E8,7.760338282E7,1.8955481032E8]","[""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[8.0,9.0,24.0,242.0,158.0,268.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[5114975.04,6963222.6,1.85685936E7,7.760338282E7,1.0123049808E8,1.8955481032E8]","[5114975.04,6963222.6,1.85685936E7,7.760338282E7,1.0123049808E8,1.8955481032E8]","[""Aptamil Profutura Cesarbiotik 3, 800g (>24M) (hộp)"",""Aptamil Profutura Duobiotik 1, 800g (0-6M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[8.0,9.0,24.0,242.0,158.0,268.0]","[0.0,0.0,0.0,0.0,0.0,0.0]","[5114975.04,6963222.6,1.85685936E7,7.760338282E7,1.0123049808E8,1.8955481032E8]","[5114975.04,6963222.6,1.85685936E7,7.760338282E7,1.0123049808E8,1.8955481032E8]","[""New Zealand"",""Hà Lan""]","[676.0,33.0]","[0.0,0.0]","[3.7350366626E8,2.5531816200000003E7]","[3.7350366626E8,2.5531816200000003E7]","[""New Zealand"",""Hà Lan""]","[676.0,33.0]","[0.0,0.0]","[3.7350366626E8,2.5531816200000003E7]","[3.7350366626E8,2.5531816200000003E7]","[""New Zealand"",""Hà Lan""]","[676.0,33.0]","[0.0,0.0]","[3.7350366626E8,2.5531816200000003E7]","[3.7350366626E8,2.5531816200000003E7]","[""Hà Lan"",""New Zealand""]","[33.0,676.0]","[0.0,0.0]","[2.5531816200000003E7,3.7350366626E8]","[2.5531816200000003E7,3.7350366626E8]","[""Hà Lan"",""New Zealand""]","[33.0,676.0]","[0.0,0.0]","[2.5531816200000003E7,3.7350366626E8]","[2.5531816200000003E7,3.7350366626E8]","[""Hà Lan"",""New Zealand""]","[33.0,676.0]","[0.0,0.0]","[2.5531816200000003E7,3.7350366626E8]","[2.5531816200000003E7,3.7350366626E8]",30 ngày gần nhất
2025-04-10,119,500603355,326600,2025-03-11,2025-04-10,4,924.0,582387.08,582387.08,,"[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)""]","[462.0,252.0,180.0,30.0]","[0.0,0.0,0.0,0.0]","[3.225012708E8,7.92294096E7,1.1342856336E8,2.29664184E7]","[3.225012708E8,7.92294096E7,1.1342856336E8,2.29664184E7]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)""]","[462.0,180.0,252.0,30.0]","[0.0,0.0,0.0,0.0]","[3.225012708E8,1.1342856336E8,7.92294096E7,2.29664184E7]","[3.225012708E8,1.1342856336E8,7.92294096E7,2.29664184E7]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)""]","[462.0,180.0,252.0,30.0]","[0.0,0.0,0.0,0.0]","[3.225012708E8,1.1342856336E8,7.92294096E7,2.29664184E7]","[3.225012708E8,1.1342856336E8,7.92294096E7,2.29664184E7]","[""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[30.0,180.0,252.0,462.0]","[0.0,0.0,0.0,0.0]","[2.29664184E7,1.1342856336E8,7.92294096E7,3.225012708E8]","[2.29664184E7,1.1342856336E8,7.92294096E7,3.225012708E8]","[""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[30.0,252.0,180.0,462.0]","[0.0,0.0,0.0,0.0]","[2.29664184E7,7.92294096E7,1.1342856336E8,3.225012708E8]","[2.29664184E7,7.92294096E7,1.1342856336E8,3.225012708E8]","[""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[30.0,252.0,180.0,462.0]","[0.0,0.0,0.0,0.0]","[2.29664184E7,7.92294096E7,1.1342856336E8,3.225012708E8]","[2.29664184E7,7.92294096E7,1.1342856336E8,3.225012708E8]","[""New Zealand"",""Hà Lan""]","[894.0,30.0]","[0.0,0.0]","[5.1515924376E8,2.29664184E7]","[5.1515924376E8,2.29664184E7]","[""New Zealand"",""Hà Lan""]","[894.0,30.0]","[0.0,0.0]","[5.1515924376E8,2.29664184E7]","[5.1515924376E8,2.29664184E7]","[""New Zealand"",""Hà Lan""]","[894.0,30.0]","[0.0,0.0]","[5.1515924376E8,2.29664184E7]","[5.1515924376E8,2.29664184E7]","[""Hà Lan"",""New Zealand""]","[30.0,894.0]","[0.0,0.0]","[2.29664184E7,5.1515924376E8]","[2.29664184E7,5.1515924376E8]","[""Hà Lan"",""New Zealand""]","[30.0,894.0]","[0.0,0.0]","[2.29664184E7,5.1515924376E8]","[2.29664184E7,5.1515924376E8]","[""Hà Lan"",""New Zealand""]","[30.0,894.0]","[0.0,0.0]","[2.29664184E7,5.1515924376E8]","[2.29664184E7,5.1515924376E8]",30 ngày gần nhất
2025-04-10,119,500603355,1000271396,2025-03-11,2025-04-10,8,390.0,436662.11,436662.11,,"[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Xe chòi chân (Cái)"",""Quà tặng Ba lô Gấu (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)""]","[132.0,77.0,70.0,50.0,25.0,20.0,10.0,6.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[9.362650464E7,4.94921196E7,2.25374485E7,0.0,0.0,0.0,0.0,4642148.4]","[9.362650464E7,4.94921196E7,2.25374485E7,0.0,0.0,0.0,0.0,4642148.4]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Quà tặng Ba lô Gấu (Cái)""]","[132.0,77.0,70.0,6.0,50.0,10.0,25.0,20.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[9.362650464E7,4.94921196E7,2.25374485E7,4642148.4,0.0,0.0,0.0,0.0]","[9.362650464E7,4.94921196E7,2.25374485E7,4642148.4,0.0,0.0,0.0,0.0]","[""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Quà tặng Ba lô Gấu (Cái)""]","[132.0,77.0,70.0,6.0,50.0,10.0,25.0,20.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[9.362650464E7,4.94921196E7,2.25374485E7,4642148.4,0.0,0.0,0.0,0.0]","[9.362650464E7,4.94921196E7,2.25374485E7,4642148.4,0.0,0.0,0.0,0.0]","[""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Quà tặng Ba lô Gấu (Cái)"",""Xe chòi chân (Cái)"",""Túi vải Aptamilk (Cái)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[6.0,10.0,20.0,25.0,50.0,70.0,77.0,132.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[4642148.4,0.0,0.0,0.0,0.0,2.25374485E7,4.94921196E7,9.362650464E7]","[4642148.4,0.0,0.0,0.0,0.0,2.25374485E7,4.94921196E7,9.362650464E7]","[""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Quà tặng Ba lô Gấu (Cái)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[50.0,10.0,25.0,20.0,6.0,70.0,77.0,132.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,4642148.4,2.25374485E7,4.94921196E7,9.362650464E7]","[0.0,0.0,0.0,0.0,4642148.4,2.25374485E7,4.94921196E7,9.362650464E7]","[""Túi vải Aptamilk (Cái)"",""Bình giữ nhiệt Aptamil Lock&Lock (Cái)"",""Xe chòi chân (Cái)"",""Quà tặng Ba lô Gấu (Cái)"",""Aptamil Profutura Duobiotik 2, 800g (6-36M) (hộp)"",""Aptamil Profutura Cesarbiotik 1 380g (0-12M) (hộp)"",""Aptamil Profutura Cesarbiotik 2, 800g (12-24M) (hộp)"",""Aptamil Profutura Cesarbiotik 1, 800g (0-12M) (hộp)""]","[50.0,10.0,25.0,20.0,6.0,70.0,77.0,132.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,4642148.4,2.25374485E7,4.94921196E7,9.362650464E7]","[0.0,0.0,0.0,0.0,4642148.4,2.25374485E7,4.94921196E7,9.362650464E7]","[""New Zealand"",""GIFT"",""Hà Lan""]","[279.0,105.0,6.0]","[0.0,0.0,0.0]","[1.6565607274E8,0.0,4642148.4]","[1.6565607274E8,0.0,4642148.4]","[""New Zealand"",""Hà Lan"",""GIFT""]","[279.0,6.0,105.0]","[0.0,0.0,0.0]","[1.6565607274E8,4642148.4,0.0]","[1.6565607274E8,4642148.4,0.0]","[""New Zealand"",""Hà Lan"",""GIFT""]","[279.0,6.0,105.0]","[0.0,0.0,0.0]","[1.6565607274E8,4642148.4,0.0]","[1.6565607274E8,4642148.4,0.0]","[""Hà Lan"",""GIFT"",""New Zealand""]","[6.0,105.0,279.0]","[0.0,0.0,0.0]","[4642148.4,0.0,1.6565607274E8]","[4642148.4,0.0,1.6565607274E8]","[""GIFT"",""Hà Lan"",""New Zealand""]","[105.0,6.0,279.0]","[0.0,0.0,0.0]","[0.0,4642148.4,1.6565607274E8]","[0.0,4642148.4,1.6565607274E8]","[""GIFT"",""Hà Lan"",""New Zealand""]","[105.0,6.0,279.0]","[0.0,0.0,0.0]","[0.0,4642148.4,1.6565607274E8]","[0.0,4642148.4,1.6565607274E8]",30 ngày gần nhất
